mean_test_score,std_test_score,mean_train_score,mean_fit_time,max_depth,min_samples_leaf,min_samples_split
0.946,0.055,0.956,0.0011,56,16,9
0.946,0.055,0.956,0.0011,56,16,10
0.946,0.055,0.956,0.0036,56,16,11
0.946,0.055,0.956,0.0011,56,16,12
0.946,0.055,0.956,0.0011,56,16,13
0.946,0.055,0.956,0.0011,56,16,14
0.946,0.055,0.956,0.0011,56,16,15
0.946,0.055,0.956,0.0011,56,16,16
0.946,0.055,0.956,0.0018,56,16,17
0.946,0.055,0.956,0.0016,56,16,18
0.946,0.055,0.956,0.0012,56,16,19
0.947,0.058,0.956,0.0011,56,17,2
0.947,0.058,0.956,0.0011,56,17,3
0.947,0.058,0.956,0.0011,56,17,4
0.947,0.058,0.956,0.0011,56,17,5
0.947,0.058,0.956,0.0011,56,17,6
0.947,0.058,0.956,0.0011,56,17,7
0.947,0.058,0.956,0.0011,56,17,8
0.947,0.058,0.956,0.0011,56,17,9
0.947,0.058,0.956,0.001,56,17,10
0.947,0.058,0.956,0.0011,56,17,11
0.947,0.058,0.956,0.0011,56,17,12
0.947,0.058,0.956,0.0011,56,17,13
0.947,0.058,0.956,0.0012,56,17,14
0.947,0.058,0.956,0.0011,56,17,15
0.947,0.058,0.956,0.0011,56,17,16
0.947,0.058,0.956,0.0013,56,17,17
0.947,0.058,0.956,0.0011,56,17,18
0.947,0.058,0.956,0.0011,56,17,19
0.947,0.058,0.955,0.0011,56,18,2
0.947,0.058,0.955,0.0011,56,18,3
0.947,0.058,0.955,0.001,56,18,4
0.947,0.058,0.955,0.0011,56,18,5
0.947,0.058,0.955,0.0011,56,18,6
0.947,0.058,0.955,0.0011,56,18,7
0.947,0.058,0.955,0.0011,56,18,8
0.947,0.058,0.955,0.0011,56,18,9
0.947,0.058,0.955,0.0013,56,18,10
0.947,0.058,0.955,0.0011,56,18,11
0.947,0.058,0.955,0.001,56,18,12
0.947,0.058,0.955,0.0011,56,18,13
0.947,0.058,0.955,0.0011,56,18,14
0.947,0.058,0.955,0.0011,56,18,15
0.947,0.058,0.955,0.0011,56,18,16
0.947,0.058,0.955,0.0011,56,18,17
0.947,0.058,0.955,0.0012,56,18,18
0.947,0.058,0.955,0.0012,56,18,19
0.947,0.058,0.955,0.0015,56,19,2
0.947,0.058,0.955,0.0026,56,19,3
0.947,0.058,0.955,0.0011,56,19,4
0.947,0.058,0.955,0.0026,56,19,5
0.947,0.058,0.955,0.0023,56,19,6
0.947,0.058,0.955,0.0011,56,19,7
0.947,0.058,0.955,0.0011,56,19,8
0.947,0.058,0.955,0.0011,56,19,9
0.947,0.058,0.955,0.0011,56,19,10
0.947,0.058,0.955,0.0011,56,19,11
0.947,0.058,0.955,0.0011,56,19,12
0.947,0.058,0.955,0.0011,56,19,13
0.947,0.058,0.955,0.0011,56,19,14
0.947,0.058,0.955,0.0014,56,19,15
0.947,0.058,0.955,0.0036,56,19,16
0.947,0.058,0.955,0.0019,56,19,17
0.947,0.058,0.955,0.0012,56,19,18
0.947,0.058,0.955,0.0013,56,19,19
0.943,0.054,0.985,0.0014,57,2,2
0.941,0.065,0.985,0.0015,57,2,3
0.943,0.062,0.985,0.0013,57,2,4
0.947,0.059,0.983,0.0012,57,2,5
0.944,0.062,0.983,0.0013,57,2,6
0.941,0.053,0.981,0.0013,57,2,7
0.94,0.052,0.98,0.0027,57,2,8
0.939,0.052,0.979,0.0013,57,2,9
0.941,0.049,0.978,0.0013,57,2,10
0.944,0.06,0.977,0.002,57,2,11
0.94,0.056,0.976,0.0029,57,2,12
0.94,0.056,0.976,0.0013,57,2,13
0.936,0.061,0.974,0.0012,57,2,14
0.936,0.068,0.972,0.0012,57,2,15
0.937,0.064,0.971,0.0012,57,2,16
0.939,0.067,0.971,0.0013,57,2,17
0.937,0.064,0.971,0.0013,57,2,18
0.937,0.064,0.971,0.0013,57,2,19
0.952,0.048,0.983,0.0014,57,3,2
0.955,0.049,0.983,0.0016,57,3,3
0.953,0.046,0.983,0.0021,57,3,4
0.952,0.048,0.983,0.0027,57,3,5
0.952,0.049,0.983,0.0013,57,3,6
0.946,0.052,0.981,0.0018,57,3,7
0.943,0.049,0.98,0.0014,57,3,8
0.941,0.052,0.979,0.0013,57,3,9
0.946,0.052,0.978,0.0012,57,3,10
0.943,0.056,0.977,0.0028,57,3,11
0.94,0.056,0.976,0.0027,57,3,12
0.941,0.06,0.976,0.0012,57,3,13
0.936,0.061,0.974,0.0012,57,3,14
0.934,0.064,0.972,0.0012,57,3,15
0.937,0.064,0.971,0.0013,57,3,16
0.937,0.064,0.971,0.0018,57,3,17
0.937,0.064,0.971,0.0033,57,3,18
0.937,0.064,0.971,0.0018,57,3,19
0.941,0.055,0.977,0.0027,57,4,2
0.943,0.054,0.977,0.0012,57,4,3
0.943,0.054,0.977,0.0012,57,4,4
0.943,0.054,0.977,0.0022,57,4,5
0.943,0.054,0.977,0.0013,57,4,6
0.943,0.054,0.977,0.0012,57,4,7
0.944,0.052,0.977,0.0013,57,4,8
0.944,0.052,0.977,0.0013,57,4,9
0.946,0.05,0.976,0.0013,57,4,10
0.944,0.058,0.975,0.002,57,4,11
0.941,0.061,0.975,0.002,57,4,12
0.94,0.062,0.974,0.0025,57,4,13
0.936,0.067,0.972,0.0013,57,4,14
0.934,0.069,0.971,0.0012,57,4,15
0.937,0.068,0.969,0.0012,57,4,16
0.937,0.068,0.969,0.0012,57,4,17
0.937,0.068,0.969,0.0013,57,4,18
0.937,0.068,0.969,0.0012,57,4,19
0.94,0.062,0.974,0.0012,57,5,2
0.946,0.061,0.974,0.0012,57,5,3
0.944,0.06,0.974,0.0012,57,5,4
0.944,0.064,0.974,0.0013,57,5,5
0.947,0.054,0.974,0.0012,57,5,6
0.943,0.065,0.974,0.0029,57,5,7
0.947,0.054,0.974,0.0018,57,5,8
0.941,0.06,0.974,0.0019,57,5,9
0.946,0.057,0.974,0.0012,57,5,10
0.944,0.064,0.973,0.0012,57,5,11
0.94,0.062,0.973,0.0012,57,5,12
0.94,0.067,0.972,0.0012,57,5,13
0.939,0.07,0.971,0.0012,57,5,14
0.936,0.068,0.969,0.0012,57,5,15
0.939,0.075,0.967,0.0012,57,5,16
0.937,0.076,0.967,0.0012,57,5,17
0.937,0.076,0.967,0.0012,57,5,18
0.939,0.075,0.967,0.0012,57,5,19
0.941,0.062,0.972,0.0012,57,6,2
0.944,0.07,0.972,0.0024,57,6,3
0.941,0.068,0.972,0.0012,57,6,4
0.941,0.068,0.972,0.0011,57,6,5
0.944,0.07,0.972,0.0024,57,6,6
0.944,0.07,0.972,0.0019,57,6,7
0.944,0.07,0.972,0.0012,57,6,8
0.941,0.068,0.972,0.0012,57,6,9
0.941,0.062,0.972,0.0012,57,6,10
0.941,0.062,0.972,0.0013,57,6,11
0.941,0.062,0.972,0.0012,57,6,12
0.94,0.069,0.971,0.0024,57,6,13
0.94,0.068,0.97,0.0015,57,6,14
0.936,0.068,0.969,0.0029,57,6,15
0.937,0.07,0.967,0.0019,57,6,16
0.936,0.072,0.967,0.0029,57,6,17
0.937,0.076,0.967,0.0015,57,6,18
0.939,0.075,0.967,0.0027,57,6,19
0.94,0.064,0.97,0.0012,57,7,2
0.941,0.062,0.97,0.0012,57,7,3
0.943,0.066,0.97,0.0012,57,7,4
0.941,0.062,0.97,0.0011,57,7,5
0.941,0.068,0.97,0.0011,57,7,6
0.943,0.072,0.97,0.0011,57,7,7
0.943,0.067,0.97,0.0012,57,7,8
0.941,0.062,0.97,0.0012,57,7,9
0.943,0.066,0.97,0.0012,57,7,10
0.94,0.064,0.97,0.0012,57,7,11
0.943,0.072,0.97,0.0012,57,7,12
0.941,0.062,0.97,0.0012,57,7,13
0.941,0.062,0.97,0.0013,57,7,14
0.94,0.066,0.969,0.0023,57,7,15
0.94,0.074,0.968,0.0012,57,7,16
0.939,0.071,0.968,0.0011,57,7,17
0.94,0.074,0.968,0.0012,57,7,18
0.941,0.072,0.968,0.0012,57,7,19
0.934,0.066,0.966,0.0011,57,8,2
0.936,0.07,0.966,0.0022,57,8,3
0.934,0.066,0.966,0.0018,57,8,4
0.937,0.069,0.966,0.0013,57,8,5
0.937,0.069,0.966,0.0025,57,8,6
0.936,0.07,0.966,0.0011,57,8,7
0.934,0.066,0.966,0.0011,57,8,8
0.937,0.069,0.966,0.0011,57,8,9
0.936,0.07,0.966,0.0011,57,8,10
0.936,0.07,0.966,0.0011,57,8,11
0.936,0.07,0.966,0.0011,57,8,12
0.937,0.069,0.966,0.0011,57,8,13
0.934,0.066,0.966,0.0011,57,8,14
0.936,0.07,0.966,0.0011,57,8,15
0.934,0.066,0.966,0.0022,57,8,16
0.936,0.07,0.966,0.0028,57,8,17
0.936,0.07,0.966,0.0012,57,8,18
0.937,0.069,0.966,0.0012,57,8,19
0.94,0.072,0.965,0.0011,57,9,2
0.94,0.072,0.965,0.0012,57,9,3
0.94,0.072,0.965,0.0011,57,9,4
0.94,0.072,0.965,0.0011,57,9,5
0.94,0.072,0.965,0.0011,57,9,6
0.937,0.069,0.965,0.0011,57,9,7
0.937,0.069,0.965,0.0011,57,9,8
0.94,0.072,0.965,0.0012,57,9,9
0.937,0.069,0.965,0.0012,57,9,10
0.937,0.069,0.965,0.0011,57,9,11
0.94,0.072,0.965,0.0016,57,9,12
0.94,0.072,0.965,0.0026,57,9,13
0.937,0.069,0.965,0.0011,57,9,14
0.94,0.072,0.965,0.001,57,9,15
0.937,0.069,0.965,0.0012,57,9,16
0.94,0.072,0.965,0.0012,57,9,17
0.937,0.069,0.965,0.0012,57,9,18
0.937,0.069,0.965,0.0012,57,9,19
0.937,0.076,0.962,0.002,57,10,2
0.937,0.076,0.962,0.0011,57,10,3
0.941,0.071,0.962,0.0011,57,10,4
0.937,0.076,0.962,0.0011,57,10,5
0.937,0.076,0.962,0.0012,57,10,6
0.941,0.071,0.962,0.0013,57,10,7
0.937,0.076,0.962,0.0011,57,10,8
0.941,0.071,0.962,0.0011,57,10,9
0.937,0.076,0.962,0.0011,57,10,10
0.941,0.071,0.962,0.0012,57,10,11
0.937,0.076,0.962,0.0012,57,10,12
0.937,0.076,0.962,0.0012,57,10,13
0.937,0.076,0.962,0.0011,57,10,14
0.937,0.076,0.962,0.0012,57,10,15
0.937,0.076,0.962,0.0011,57,10,16
0.941,0.071,0.962,0.0011,57,10,17
0.941,0.071,0.962,0.0011,57,10,18
0.941,0.071,0.962,0.0012,57,10,19
0.933,0.075,0.961,0.0015,57,11,2
0.933,0.075,0.961,0.0023,57,11,3
0.937,0.071,0.961,0.0021,57,11,4
0.933,0.075,0.961,0.0011,57,11,5
0.937,0.071,0.961,0.0011,57,11,6
0.933,0.075,0.961,0.0011,57,11,7
0.933,0.075,0.961,0.0011,57,11,8
0.937,0.071,0.961,0.0011,57,11,9
0.933,0.075,0.961,0.0011,57,11,10
0.933,0.075,0.961,0.0011,57,11,11
0.937,0.071,0.961,0.0011,57,11,12
0.933,0.075,0.961,0.0011,57,11,13
0.937,0.071,0.961,0.0012,57,11,14
0.937,0.071,0.961,0.0012,57,11,15
0.937,0.071,0.961,0.0011,57,11,16
0.933,0.075,0.961,0.0028,57,11,17
0.933,0.075,0.961,0.0011,57,11,18
0.933,0.075,0.961,0.0011,57,11,19
0.937,0.071,0.961,0.0011,57,12,2
0.937,0.071,0.961,0.0012,57,12,3
0.941,0.066,0.961,0.0011,57,12,4
0.937,0.071,0.961,0.001,57,12,5
0.937,0.071,0.961,0.0011,57,12,6
0.937,0.071,0.961,0.0011,57,12,7
0.941,0.066,0.961,0.0017,57,12,8
0.941,0.066,0.961,0.0013,57,12,9
0.937,0.071,0.961,0.0011,57,12,10
0.937,0.071,0.961,0.0011,57,12,11
0.941,0.066,0.961,0.0028,57,12,12
0.937,0.071,0.961,0.0011,57,12,13
0.937,0.071,0.961,0.0011,57,12,14
0.941,0.066,0.961,0.0012,57,12,15
0.941,0.066,0.961,0.0011,57,12,16
0.941,0.066,0.961,0.0011,57,12,17
0.941,0.066,0.961,0.001,57,12,18
0.937,0.071,0.961,0.0011,57,12,19
0.94,0.067,0.961,0.0011,57,13,2
0.94,0.067,0.961,0.0011,57,13,3
0.944,0.061,0.961,0.0011,57,13,4
0.944,0.061,0.961,0.0011,57,13,5
0.94,0.067,0.961,0.0011,57,13,6
0.944,0.061,0.961,0.0011,57,13,7
0.94,0.067,0.961,0.0011,57,13,8
0.944,0.061,0.961,0.0011,57,13,9
0.94,0.067,0.961,0.0011,57,13,10
0.944,0.061,0.961,0.0011,57,13,11
0.94,0.067,0.961,0.001,57,13,12
0.944,0.061,0.961,0.001,57,13,13
0.94,0.067,0.961,0.0011,57,13,14
0.944,0.061,0.961,0.0011,57,13,15
0.94,0.067,0.961,0.0019,57,13,16
0.944,0.061,0.961,0.0031,57,13,17
0.944,0.061,0.961,0.0025,57,13,18
0.94,0.067,0.961,0.0011,57,13,19
0.949,0.06,0.958,0.0011,57,14,2
0.947,0.06,0.958,0.0011,57,14,3
0.947,0.06,0.958,0.0011,57,14,4
0.944,0.067,0.958,0.0011,57,14,5
0.947,0.06,0.958,0.0011,57,14,6
0.943,0.067,0.958,0.0011,57,14,7
0.944,0.067,0.958,0.001,57,14,8
0.949,0.06,0.958,0.001,57,14,9
0.944,0.067,0.958,0.0011,57,14,10
0.949,0.06,0.958,0.0012,57,14,11
0.947,0.06,0.958,0.0011,57,14,12
0.949,0.06,0.958,0.0027,57,14,13
0.943,0.067,0.958,0.0011,57,14,14
0.944,0.067,0.958,0.0011,57,14,15
0.949,0.06,0.958,0.0011,57,14,16
0.947,0.06,0.958,0.0011,57,14,17
0.947,0.06,0.958,0.0011,57,14,18
0.943,0.067,0.958,0.0011,57,14,19
0.944,0.052,0.957,0.0011,57,15,2
0.944,0.052,0.957,0.0011,57,15,3
0.944,0.052,0.957,0.0011,57,15,4
0.944,0.052,0.957,0.0012,57,15,5
0.944,0.052,0.957,0.0017,57,15,6
0.944,0.052,0.957,0.0021,57,15,7
0.944,0.052,0.957,0.0012,57,15,8
0.944,0.052,0.957,0.0013,57,15,9
0.944,0.052,0.957,0.0022,57,15,10
0.944,0.052,0.957,0.0017,57,15,11
0.944,0.052,0.957,0.0012,57,15,12
0.944,0.052,0.957,0.0013,57,15,13
0.944,0.052,0.957,0.0011,57,15,14
0.944,0.052,0.957,0.0011,57,15,15
0.944,0.052,0.957,0.0011,57,15,16
0.944,0.052,0.957,0.0011,57,15,17
0.944,0.052,0.957,0.0021,57,15,18
0.944,0.052,0.957,0.0021,57,15,19
0.946,0.055,0.956,0.002,57,16,2
0.946,0.055,0.956,0.0011,57,16,3
0.946,0.055,0.956,0.0011,57,16,4
0.946,0.055,0.956,0.0011,57,16,5
0.946,0.055,0.956,0.0011,57,16,6
0.946,0.055,0.956,0.0011,57,16,7
0.946,0.055,0.956,0.0011,57,16,8
0.946,0.055,0.956,0.0011,57,16,9
0.946,0.055,0.956,0.0011,57,16,10
0.946,0.055,0.956,0.0011,57,16,11
0.946,0.055,0.956,0.0011,57,16,12
0.946,0.055,0.956,0.0011,57,16,13
0.946,0.055,0.956,0.0011,57,16,14
0.946,0.055,0.956,0.0011,57,16,15
0.946,0.055,0.956,0.0011,57,16,16
0.946,0.055,0.956,0.0011,57,16,17
0.946,0.055,0.956,0.0011,57,16,18
0.946,0.055,0.956,0.0011,57,16,19
0.947,0.058,0.956,0.0011,57,17,2
0.947,0.058,0.956,0.001,57,17,3
0.947,0.058,0.956,0.001,57,17,4
0.947,0.058,0.956,0.001,57,17,5
0.947,0.058,0.956,0.001,57,17,6
0.947,0.058,0.956,0.0011,57,17,7
0.947,0.058,0.956,0.0011,57,17,8
0.947,0.058,0.956,0.0011,57,17,9
0.947,0.058,0.956,0.0021,57,17,10
0.947,0.058,0.956,0.0026,57,17,11
0.947,0.058,0.956,0.0011,57,17,12
0.947,0.058,0.956,0.001,57,17,13
0.947,0.058,0.956,0.0013,57,17,14
0.947,0.058,0.956,0.001,57,17,15
0.947,0.058,0.956,0.001,57,17,16
0.947,0.058,0.956,0.0011,57,17,17
0.947,0.058,0.956,0.0008,57,17,18
0.947,0.058,0.956,0.001,57,17,19
0.947,0.058,0.955,0.001,57,18,2
0.947,0.058,0.955,0.0015,57,18,3
0.947,0.058,0.955,0.0009,57,18,4
0.947,0.058,0.955,0.0009,57,18,5
0.947,0.058,0.955,0.001,57,18,6
0.947,0.058,0.955,0.0009,57,18,7
0.947,0.058,0.955,0.0011,57,18,8
0.947,0.058,0.955,0.001,57,18,9
0.947,0.058,0.955,0.0012,57,18,10
0.947,0.058,0.955,0.0015,57,18,11
0.947,0.058,0.955,0.002,57,18,12
0.947,0.058,0.955,0.0011,57,18,13
0.947,0.058,0.955,0.0012,57,18,14
0.947,0.058,0.955,0.0011,57,18,15
0.947,0.058,0.955,0.001,57,18,16
0.947,0.058,0.955,0.001,57,18,17
0.947,0.058,0.955,0.001,57,18,18
0.947,0.058,0.955,0.0013,57,18,19
0.947,0.058,0.955,0.0011,57,19,2
0.947,0.058,0.955,0.0012,57,19,3
0.947,0.058,0.955,0.0012,57,19,4
0.947,0.058,0.955,0.0013,57,19,5
0.947,0.058,0.955,0.0012,57,19,6
0.947,0.058,0.955,0.0013,57,19,7
0.947,0.058,0.955,0.0012,57,19,8
0.947,0.058,0.955,0.0012,57,19,9
0.947,0.058,0.955,0.0016,57,19,10
0.947,0.058,0.955,0.0013,57,19,11
0.947,0.058,0.955,0.0015,57,19,12
0.947,0.058,0.955,0.0012,57,19,13
0.947,0.058,0.955,0.0012,57,19,14
0.947,0.058,0.955,0.0017,57,19,15
0.947,0.058,0.955,0.0032,57,19,16
0.947,0.058,0.955,0.001,57,19,17
0.947,0.058,0.955,0.0011,57,19,18
0.947,0.058,0.955,0.0011,57,19,19
0.947,0.06,0.985,0.0013,58,2,2
0.946,0.07,0.985,0.0013,58,2,3
0.946,0.055,0.986,0.0014,58,2,4
0.943,0.056,0.983,0.0025,58,2,5
0.949,0.055,0.983,0.0014,58,2,6
0.94,0.055,0.981,0.0013,58,2,7
0.937,0.055,0.98,0.0023,58,2,8
0.937,0.054,0.979,0.0013,58,2,9
0.941,0.049,0.978,0.0021,58,2,10
0.943,0.056,0.977,0.0024,58,2,11
0.941,0.06,0.976,0.0013,58,2,12
0.94,0.056,0.976,0.002,58,2,13
0.936,0.061,0.974,0.002,58,2,14
0.936,0.068,0.972,0.002,58,2,15
0.937,0.064,0.971,0.0013,58,2,16
0.937,0.064,0.971,0.0035,58,2,17
0.937,0.064,0.971,0.0023,58,2,18
0.937,0.064,0.971,0.0013,58,2,19
0.95,0.045,0.983,0.0039,58,3,2
0.952,0.048,0.983,0.0013,58,3,3
0.95,0.05,0.983,0.0022,58,3,4
0.952,0.048,0.983,0.0033,58,3,5
0.952,0.048,0.983,0.0015,58,3,6
0.947,0.055,0.981,0.0013,58,3,7
0.943,0.049,0.98,0.0013,58,3,8
0.944,0.048,0.979,0.0012,58,3,9
0.943,0.049,0.978,0.0013,58,3,10
0.944,0.06,0.977,0.0013,58,3,11
0.94,0.056,0.976,0.0013,58,3,12
0.941,0.06,0.976,0.0019,58,3,13
0.936,0.061,0.974,0.002,58,3,14
0.934,0.064,0.972,0.0012,58,3,15
0.937,0.064,0.971,0.0012,58,3,16
0.937,0.064,0.971,0.0013,58,3,17
0.939,0.067,0.971,0.0013,58,3,18
0.937,0.064,0.971,0.0013,58,3,19
0.939,0.06,0.977,0.0012,58,4,2
0.941,0.057,0.977,0.0013,58,4,3
0.944,0.052,0.977,0.0013,58,4,4
0.944,0.052,0.977,0.0013,58,4,5
0.943,0.054,0.977,0.0014,58,4,6
0.943,0.054,0.977,0.0018,58,4,7
0.941,0.055,0.977,0.0027,58,4,8
0.943,0.054,0.977,0.0013,58,4,9
0.943,0.054,0.976,0.0012,58,4,10
0.944,0.058,0.975,0.0013,58,4,11
0.941,0.061,0.975,0.0012,58,4,12
0.94,0.062,0.974,0.0013,58,4,13
0.936,0.067,0.972,0.0012,58,4,14
0.934,0.069,0.971,0.0017,58,4,15
0.937,0.068,0.969,0.0012,58,4,16
0.937,0.068,0.969,0.0012,58,4,17
0.937,0.068,0.969,0.0012,58,4,18
0.937,0.068,0.969,0.0012,58,4,19
0.946,0.057,0.974,0.0023,58,5,2
0.943,0.058,0.974,0.0012,58,5,3
0.943,0.058,0.974,0.0012,58,5,4
0.944,0.064,0.974,0.0012,58,5,5
0.943,0.063,0.974,0.0013,58,5,6
0.946,0.064,0.974,0.0012,58,5,7
0.946,0.061,0.974,0.0013,58,5,8
0.94,0.062,0.974,0.0013,58,5,9
0.941,0.06,0.974,0.0013,58,5,10
0.946,0.064,0.973,0.0013,58,5,11
0.943,0.065,0.973,0.0013,58,5,12
0.939,0.062,0.972,0.0015,58,5,13
0.939,0.07,0.971,0.0013,58,5,14
0.936,0.068,0.969,0.0015,58,5,15
0.937,0.07,0.967,0.0019,58,5,16
0.937,0.07,0.967,0.0013,58,5,17
0.937,0.07,0.967,0.0012,58,5,18
0.937,0.07,0.967,0.0012,58,5,19
0.943,0.066,0.972,0.0012,58,6,2
0.943,0.072,0.972,0.002,58,6,3
0.941,0.068,0.972,0.0041,58,6,4
0.943,0.066,0.972,0.003,58,6,5
0.941,0.068,0.972,0.0021,58,6,6
0.943,0.072,0.972,0.0016,58,6,7
0.94,0.063,0.972,0.0016,58,6,8
0.94,0.063,0.972,0.0028,58,6,9
0.941,0.068,0.972,0.0012,58,6,10
0.941,0.062,0.972,0.002,58,6,11
0.944,0.07,0.972,0.003,58,6,12
0.94,0.062,0.971,0.0034,58,6,13
0.94,0.068,0.97,0.0013,58,6,14
0.937,0.073,0.969,0.0012,58,6,15
0.939,0.075,0.967,0.0013,58,6,16
0.937,0.076,0.967,0.0012,58,6,17
0.936,0.072,0.967,0.0012,58,6,18
0.939,0.075,0.967,0.0012,58,6,19
0.943,0.067,0.97,0.0012,58,7,2
0.943,0.072,0.97,0.0012,58,7,3
0.94,0.064,0.97,0.0012,58,7,4
0.944,0.07,0.97,0.0022,58,7,5
0.941,0.069,0.97,0.0012,58,7,6
0.944,0.07,0.97,0.002,58,7,7
0.941,0.069,0.97,0.0013,58,7,8
0.943,0.067,0.97,0.0012,58,7,9
0.941,0.069,0.97,0.002,58,7,10
0.941,0.069,0.97,0.0012,58,7,11
0.943,0.066,0.97,0.0012,58,7,12
0.943,0.072,0.97,0.0012,58,7,13
0.943,0.072,0.97,0.0012,58,7,14
0.94,0.071,0.969,0.0012,58,7,15
0.941,0.072,0.968,0.0023,58,7,16
0.94,0.069,0.968,0.0012,58,7,17
0.94,0.069,0.968,0.0011,58,7,18
0.94,0.069,0.968,0.0013,58,7,19
0.936,0.07,0.966,0.0012,58,8,2
0.936,0.07,0.966,0.0012,58,8,3
0.937,0.069,0.966,0.0013,58,8,4
0.936,0.065,0.966,0.0013,58,8,5
0.936,0.07,0.966,0.0012,58,8,6
0.936,0.07,0.966,0.0013,58,8,7
0.937,0.069,0.966,0.0012,58,8,8
0.936,0.07,0.966,0.0012,58,8,9
0.937,0.069,0.966,0.0013,58,8,10
0.937,0.069,0.966,0.0015,58,8,11
0.936,0.065,0.966,0.0013,58,8,12
0.936,0.07,0.966,0.0022,58,8,13
0.936,0.07,0.966,0.0013,58,8,14
0.936,0.07,0.966,0.0018,58,8,15
0.937,0.069,0.966,0.002,58,8,16
0.936,0.065,0.966,0.0012,58,8,17
0.937,0.069,0.966,0.0012,58,8,18
0.934,0.066,0.966,0.0012,58,8,19
0.94,0.072,0.965,0.0012,58,9,2
0.937,0.069,0.965,0.0011,58,9,3
0.94,0.072,0.965,0.0012,58,9,4
0.94,0.072,0.965,0.0012,58,9,5
0.94,0.072,0.965,0.0012,58,9,6
0.937,0.069,0.965,0.0012,58,9,7
0.937,0.069,0.965,0.0012,58,9,8
0.94,0.072,0.965,0.0024,58,9,9
0.94,0.072,0.965,0.0023,58,9,10
0.937,0.069,0.965,0.0013,58,9,11
0.937,0.069,0.965,0.0014,58,9,12
0.937,0.069,0.965,0.0013,58,9,13
0.94,0.072,0.965,0.0023,58,9,14
0.94,0.072,0.965,0.0012,58,9,15
0.94,0.072,0.965,0.0012,58,9,16
0.94,0.072,0.965,0.0013,58,9,17
0.937,0.069,0.965,0.0012,58,9,18
0.937,0.069,0.965,0.0011,58,9,19
0.941,0.071,0.962,0.0017,58,10,2
0.941,0.071,0.962,0.002,58,10,3
0.941,0.071,0.962,0.0029,58,10,4
0.937,0.076,0.962,0.0023,58,10,5
0.937,0.076,0.962,0.0033,58,10,6
0.937,0.076,0.962,0.0012,58,10,7
0.937,0.076,0.962,0.0015,58,10,8
0.941,0.071,0.962,0.0011,58,10,9
0.941,0.071,0.962,0.0011,58,10,10
0.937,0.076,0.962,0.0012,58,10,11
0.937,0.076,0.962,0.0012,58,10,12
0.941,0.071,0.962,0.0011,58,10,13
0.941,0.071,0.962,0.0012,58,10,14
0.937,0.076,0.962,0.0012,58,10,15
0.937,0.076,0.962,0.0034,58,10,16
0.937,0.076,0.962,0.0012,58,10,17
0.941,0.071,0.962,0.0012,58,10,18
0.941,0.071,0.962,0.0011,58,10,19
0.937,0.071,0.961,0.0017,58,11,2
0.933,0.075,0.961,0.0012,58,11,3
0.933,0.075,0.961,0.0014,58,11,4
0.937,0.071,0.961,0.0011,58,11,5
0.933,0.075,0.961,0.0011,58,11,6
0.937,0.071,0.961,0.0011,58,11,7
0.937,0.071,0.961,0.0016,58,11,8
0.937,0.071,0.961,0.003,58,11,9
0.933,0.075,0.961,0.0021,58,11,10
0.937,0.071,0.961,0.0031,58,11,11
0.937,0.071,0.961,0.0022,58,11,12
0.937,0.071,0.961,0.0011,58,11,13
0.933,0.075,0.961,0.0011,58,11,14
0.933,0.075,0.961,0.0011,58,11,15
0.937,0.071,0.961,0.0012,58,11,16
0.937,0.071,0.961,0.0012,58,11,17
0.933,0.075,0.961,0.0012,58,11,18
0.933,0.075,0.961,0.0017,58,11,19
0.937,0.071,0.961,0.0011,58,12,2
0.937,0.071,0.961,0.0011,58,12,3
0.937,0.071,0.961,0.0011,58,12,4
0.941,0.066,0.961,0.0011,58,12,5
0.937,0.071,0.961,0.0012,58,12,6
0.937,0.071,0.961,0.0016,58,12,7
0.937,0.071,0.961,0.0011,58,12,8
0.937,0.071,0.961,0.0032,58,12,9
0.937,0.071,0.961,0.0031,58,12,10
0.941,0.066,0.961,0.0011,58,12,11
0.937,0.071,0.961,0.0011,58,12,12
0.937,0.071,0.961,0.0011,58,12,13
0.937,0.071,0.961,0.0018,58,12,14
0.941,0.066,0.961,0.0011,58,12,15
0.941,0.066,0.961,0.0011,58,12,16
0.937,0.071,0.961,0.0011,58,12,17
0.937,0.071,0.961,0.003,58,12,18
0.937,0.071,0.961,0.0012,58,12,19
0.94,0.067,0.961,0.0012,58,13,2
0.94,0.067,0.961,0.0011,58,13,3
0.944,0.061,0.961,0.0011,58,13,4
0.94,0.067,0.961,0.0011,58,13,5
0.94,0.067,0.961,0.0011,58,13,6
0.944,0.061,0.961,0.0011,58,13,7
0.94,0.067,0.961,0.0011,58,13,8
0.944,0.061,0.961,0.0011,58,13,9
0.94,0.067,0.961,0.001,58,13,10
0.944,0.061,0.961,0.0011,58,13,11
0.94,0.067,0.961,0.0021,58,13,12
0.944,0.061,0.961,0.0011,58,13,13
0.94,0.067,0.961,0.0011,58,13,14
0.944,0.061,0.961,0.0011,58,13,15
0.94,0.067,0.961,0.0011,58,13,16
0.94,0.067,0.961,0.0028,58,13,17
0.944,0.061,0.961,0.0012,58,13,18
0.944,0.061,0.961,0.001,58,13,19
0.943,0.067,0.958,0.0011,58,14,2
0.947,0.06,0.958,0.0011,58,14,3
0.949,0.06,0.958,0.001,58,14,4
