mean_test_score,std_test_score,mean_train_score,mean_fit_time,max_depth,min_samples_leaf,min_samples_split
0.941,0.055,0.977,0.0016,14,4,3
0.941,0.055,0.977,0.0019,14,4,4
0.944,0.052,0.977,0.0052,14,4,5
0.944,0.052,0.977,0.0015,14,4,6
0.943,0.054,0.977,0.0014,14,4,7
0.94,0.058,0.977,0.0029,14,4,8
0.941,0.057,0.977,0.0023,14,4,9
0.944,0.053,0.976,0.0026,14,4,10
0.944,0.058,0.975,0.0036,14,4,11
0.941,0.061,0.975,0.0024,14,4,12
0.94,0.062,0.974,0.0027,14,4,13
0.936,0.067,0.972,0.0014,14,4,14
0.934,0.069,0.971,0.0031,14,4,15
0.937,0.068,0.969,0.0027,14,4,16
0.937,0.068,0.969,0.0024,14,4,17
0.937,0.068,0.969,0.0016,14,4,18
0.937,0.068,0.969,0.0012,14,4,19
0.946,0.057,0.974,0.002,14,5,2
0.943,0.059,0.974,0.0013,14,5,3
0.947,0.059,0.974,0.0021,14,5,4
0.943,0.059,0.974,0.002,14,5,5
0.94,0.067,0.974,0.0014,14,5,6
0.947,0.054,0.974,0.0015,14,5,7
0.947,0.059,0.974,0.0014,14,5,8
0.944,0.057,0.974,0.0019,14,5,9
0.944,0.07,0.974,0.0013,14,5,10
0.947,0.062,0.973,0.0014,14,5,11
0.941,0.067,0.973,0.0012,14,5,12
0.94,0.067,0.972,0.0031,14,5,13
0.937,0.071,0.971,0.0017,14,5,14
0.936,0.068,0.969,0.0018,14,5,15
0.939,0.075,0.967,0.0028,14,5,16
0.937,0.076,0.967,0.0016,14,5,17
0.936,0.072,0.967,0.0013,14,5,18
0.937,0.076,0.967,0.0015,14,5,19
0.943,0.066,0.972,0.0015,14,6,2
0.943,0.072,0.972,0.0012,14,6,3
0.943,0.066,0.972,0.0013,14,6,4
0.941,0.068,0.972,0.0015,14,6,5
0.941,0.068,0.972,0.0013,14,6,6
0.941,0.068,0.972,0.0026,14,6,7
0.941,0.068,0.972,0.0049,14,6,8
0.943,0.066,0.972,0.0032,14,6,9
0.941,0.068,0.972,0.0014,14,6,10
0.941,0.068,0.972,0.0013,14,6,11
0.943,0.072,0.972,0.0013,14,6,12
0.94,0.062,0.971,0.0026,14,6,13
0.94,0.074,0.97,0.0018,14,6,14
0.936,0.068,0.969,0.0029,14,6,15
0.939,0.075,0.967,0.0012,14,6,16
0.937,0.07,0.967,0.002,14,6,17
0.937,0.076,0.967,0.0012,14,6,18
0.939,0.075,0.967,0.0028,14,6,19
0.943,0.066,0.97,0.0014,14,7,2
0.941,0.062,0.97,0.0014,14,7,3
0.94,0.064,0.97,0.0013,14,7,4
0.943,0.066,0.97,0.0016,14,7,5
0.94,0.064,0.97,0.0011,14,7,6
0.941,0.069,0.97,0.0013,14,7,7
0.943,0.067,0.97,0.0013,14,7,8
0.943,0.067,0.97,0.0013,14,7,9
0.943,0.066,0.97,0.0012,14,7,10
0.941,0.069,0.97,0.0013,14,7,11
0.943,0.072,0.97,0.0047,14,7,12
0.944,0.07,0.97,0.0012,14,7,13
0.943,0.072,0.97,0.003,14,7,14
0.94,0.071,0.969,0.0037,14,7,15
0.941,0.072,0.968,0.0012,14,7,16
0.94,0.074,0.968,0.0014,14,7,17
0.94,0.074,0.968,0.0012,14,7,18
0.939,0.071,0.968,0.0012,14,7,19
0.936,0.065,0.966,0.0013,14,8,2
0.934,0.066,0.966,0.0012,14,8,3
0.936,0.07,0.966,0.0012,14,8,4
0.934,0.066,0.966,0.0011,14,8,5
0.936,0.07,0.966,0.0012,14,8,6
0.934,0.066,0.966,0.0014,14,8,7
0.937,0.069,0.966,0.0013,14,8,8
0.936,0.07,0.966,0.0019,14,8,9
0.937,0.069,0.966,0.0032,14,8,10
0.934,0.066,0.966,0.0035,14,8,11
0.936,0.065,0.966,0.002,14,8,12
0.936,0.07,0.966,0.0012,14,8,13
0.937,0.069,0.966,0.0029,14,8,14
0.936,0.065,0.966,0.0025,14,8,15
0.936,0.065,0.966,0.003,14,8,16
0.937,0.069,0.966,0.002,14,8,17
0.934,0.066,0.966,0.0028,14,8,18
0.934,0.066,0.966,0.002,14,8,19
0.94,0.072,0.965,0.0018,14,9,2
0.94,0.072,0.965,0.0024,14,9,3
0.94,0.072,0.965,0.0012,14,9,4
0.94,0.072,0.965,0.0038,14,9,5
0.94,0.072,0.965,0.0026,14,9,6
0.94,0.072,0.965,0.0015,14,9,7
0.94,0.072,0.965,0.0013,14,9,8
0.937,0.069,0.965,0.0014,14,9,9
0.94,0.072,0.965,0.0014,14,9,10
0.94,0.072,0.965,0.0013,14,9,11
0.94,0.072,0.965,0.0012,14,9,12
0.937,0.069,0.965,0.0013,14,9,13
0.94,0.072,0.965,0.0013,14,9,14
0.94,0.072,0.965,0.0012,14,9,15
0.94,0.072,0.965,0.0012,14,9,16
0.94,0.072,0.965,0.0015,14,9,17
0.937,0.069,0.965,0.0022,14,9,18
0.937,0.069,0.965,0.0014,14,9,19
0.941,0.071,0.962,0.0024,14,10,2
0.941,0.071,0.962,0.002,14,10,3
0.941,0.071,0.962,0.0012,14,10,4
0.941,0.071,0.962,0.0013,14,10,5
0.941,0.071,0.962,0.0016,14,10,6
0.937,0.076,0.962,0.0012,14,10,7
0.937,0.076,0.962,0.0012,14,10,8
0.937,0.076,0.962,0.0012,14,10,9
0.937,0.076,0.962,0.0014,14,10,10
0.941,0.071,0.962,0.0028,14,10,11
0.941,0.071,0.962,0.0029,14,10,12
0.937,0.076,0.962,0.0012,14,10,13
0.937,0.076,0.962,0.0014,14,10,14
0.941,0.071,0.962,0.0014,14,10,15
0.937,0.076,0.962,0.0014,14,10,16
0.937,0.076,0.962,0.0021,14,10,17
0.937,0.076,0.962,0.0025,14,10,18
0.941,0.071,0.962,0.0011,14,10,19
0.933,0.075,0.961,0.0012,14,11,2
0.933,0.075,0.961,0.0012,14,11,3
0.933,0.075,0.961,0.0011,14,11,4
0.937,0.071,0.961,0.0012,14,11,5
0.937,0.071,0.961,0.0012,14,11,6
0.933,0.075,0.961,0.0017,14,11,7
0.937,0.071,0.961,0.0011,14,11,8
0.933,0.075,0.961,0.0012,14,11,9
0.937,0.071,0.961,0.0012,14,11,10
0.933,0.075,0.961,0.0012,14,11,11
0.933,0.075,0.961,0.0012,14,11,12
0.933,0.075,0.961,0.0017,14,11,13
0.937,0.071,0.961,0.0011,14,11,14
0.937,0.071,0.961,0.0011,14,11,15
0.937,0.071,0.961,0.0012,14,11,16
0.937,0.071,0.961,0.0011,14,11,17
0.937,0.071,0.961,0.0032,14,11,18
0.933,0.075,0.961,0.0038,14,11,19
0.937,0.071,0.961,0.0016,14,12,2
0.937,0.071,0.961,0.0012,14,12,3
0.937,0.071,0.961,0.0025,14,12,4
0.941,0.066,0.961,0.0028,14,12,5
0.941,0.066,0.961,0.0011,14,12,6
0.937,0.071,0.961,0.0012,14,12,7
0.941,0.066,0.961,0.0012,14,12,8
0.937,0.071,0.961,0.0015,14,12,9
0.941,0.066,0.961,0.0018,14,12,10
0.937,0.071,0.961,0.0013,14,12,11
0.937,0.071,0.961,0.0013,14,12,12
0.937,0.071,0.961,0.0012,14,12,13
0.937,0.071,0.961,0.0012,14,12,14
0.937,0.071,0.961,0.0011,14,12,15
0.937,0.071,0.961,0.0011,14,12,16
0.937,0.071,0.961,0.0011,14,12,17
0.941,0.066,0.961,0.0011,14,12,18
0.941,0.066,0.961,0.0011,14,12,19
0.944,0.061,0.961,0.0012,14,13,2
0.94,0.067,0.961,0.0011,14,13,3
0.94,0.067,0.961,0.002,14,13,4
0.944,0.061,0.961,0.0012,14,13,5
0.94,0.067,0.961,0.0011,14,13,6
0.94,0.067,0.961,0.0011,14,13,7
0.94,0.067,0.961,0.0012,14,13,8
0.944,0.061,0.961,0.0021,14,13,9
0.944,0.061,0.961,0.0012,14,13,10
0.94,0.067,0.961,0.002,14,13,11
0.944,0.061,0.961,0.0026,14,13,12
0.944,0.061,0.961,0.0018,14,13,13
0.944,0.061,0.961,0.0025,14,13,14
0.94,0.067,0.961,0.0018,14,13,15
0.94,0.067,0.961,0.0012,14,13,16
0.94,0.067,0.961,0.002,14,13,17
0.94,0.067,0.961,0.0018,14,13,18
0.944,0.061,0.961,0.0011,14,13,19
0.943,0.067,0.958,0.0012,14,14,2
0.949,0.06,0.958,0.004,14,14,3
0.949,0.06,0.958,0.0022,14,14,4
0.947,0.06,0.958,0.0013,14,14,5
0.947,0.06,0.958,0.0011,14,14,6
0.944,0.067,0.958,0.0011,14,14,7
0.944,0.067,0.958,0.0011,14,14,8
0.947,0.06,0.958,0.0011,14,14,9
0.943,0.067,0.958,0.0011,14,14,10
0.947,0.06,0.958,0.0011,14,14,11
0.947,0.06,0.958,0.0011,14,14,12
0.949,0.06,0.958,0.0011,14,14,13
0.943,0.067,0.958,0.0011,14,14,14
0.944,0.067,0.958,0.0011,14,14,15
0.943,0.067,0.958,0.0011,14,14,16
0.944,0.067,0.958,0.0011,14,14,17
0.943,0.067,0.958,0.0011,14,14,18
0.947,0.06,0.958,0.0011,14,14,19
0.944,0.052,0.957,0.0011,14,15,2
0.944,0.052,0.957,0.0015,14,15,3
0.944,0.052,0.957,0.0011,14,15,4
0.944,0.052,0.957,0.0011,14,15,5
0.944,0.052,0.957,0.0011,14,15,6
0.944,0.052,0.957,0.0035,14,15,7
0.944,0.052,0.957,0.0033,14,15,8
0.944,0.052,0.957,0.0011,14,15,9
0.944,0.052,0.957,0.0011,14,15,10
0.944,0.052,0.957,0.002,14,15,11
0.944,0.052,0.957,0.0016,14,15,12
0.944,0.052,0.957,0.0013,14,15,13
0.944,0.052,0.957,0.0011,14,15,14
0.944,0.052,0.957,0.0011,14,15,15
0.944,0.052,0.957,0.0011,14,15,16
0.944,0.052,0.957,0.0011,14,15,17
0.944,0.052,0.957,0.0032,14,15,18
0.944,0.052,0.957,0.0018,14,15,19
0.946,0.055,0.956,0.0014,14,16,2
0.946,0.055,0.956,0.0011,14,16,3
0.946,0.055,0.956,0.0014,14,16,4
0.946,0.055,0.956,0.0012,14,16,5
0.946,0.055,0.956,0.0016,14,16,6
0.946,0.055,0.956,0.002,14,16,7
0.946,0.055,0.956,0.0012,14,16,8
0.946,0.055,0.956,0.0011,14,16,9
0.946,0.055,0.956,0.0011,14,16,10
0.946,0.055,0.956,0.0011,14,16,11
0.946,0.055,0.956,0.0011,14,16,12
0.946,0.055,0.956,0.0011,14,16,13
0.946,0.055,0.956,0.001,14,16,14
0.946,0.055,0.956,0.0011,14,16,15
0.946,0.055,0.956,0.0011,14,16,16
0.946,0.055,0.956,0.0011,14,16,17
0.946,0.055,0.956,0.0012,14,16,18
0.946,0.055,0.956,0.0011,14,16,19
0.947,0.058,0.956,0.0016,14,17,2
0.947,0.058,0.956,0.0026,14,17,3
0.947,0.058,0.956,0.0012,14,17,4
0.947,0.058,0.956,0.0012,14,17,5
0.947,0.058,0.956,0.0024,14,17,6
0.947,0.058,0.956,0.0024,14,17,7
0.947,0.058,0.956,0.0012,14,17,8
0.947,0.058,0.956,0.0019,14,17,9
0.947,0.058,0.956,0.0024,14,17,10
0.947,0.058,0.956,0.0011,14,17,11
0.947,0.058,0.956,0.0018,14,17,12
0.947,0.058,0.956,0.0019,14,17,13
0.947,0.058,0.956,0.0015,14,17,14
0.947,0.058,0.956,0.0011,14,17,15
0.947,0.058,0.956,0.0014,14,17,16
0.947,0.058,0.956,0.0015,14,17,17
0.947,0.058,0.956,0.0014,14,17,18
0.947,0.058,0.956,0.0015,14,17,19
0.947,0.058,0.955,0.0014,14,18,2
0.947,0.058,0.955,0.0012,14,18,3
0.947,0.058,0.955,0.0011,14,18,4
0.947,0.058,0.955,0.0013,14,18,5
0.947,0.058,0.955,0.0012,14,18,6
0.947,0.058,0.955,0.0012,14,18,7
0.947,0.058,0.955,0.0019,14,18,8
0.947,0.058,0.955,0.0022,14,18,9
0.947,0.058,0.955,0.0028,14,18,10
0.947,0.058,0.955,0.0032,14,18,11
0.947,0.058,0.955,0.0012,14,18,12
0.947,0.058,0.955,0.0012,14,18,13
0.947,0.058,0.955,0.0012,14,18,14
0.947,0.058,0.955,0.0011,14,18,15
0.947,0.058,0.955,0.0011,14,18,16
0.947,0.058,0.955,0.0012,14,18,17
0.947,0.058,0.955,0.0011,14,18,18
0.947,0.058,0.955,0.0011,14,18,19
0.947,0.058,0.955,0.001,14,19,2
0.947,0.058,0.955,0.0011,14,19,3
0.947,0.058,0.955,0.0011,14,19,4
0.947,0.058,0.955,0.0011,14,19,5
0.947,0.058,0.955,0.0011,14,19,6
0.947,0.058,0.955,0.0011,14,19,7
0.947,0.058,0.955,0.0016,14,19,8
0.947,0.058,0.955,0.0011,14,19,9
0.947,0.058,0.955,0.0016,14,19,10
0.947,0.058,0.955,0.0012,14,19,11
0.947,0.058,0.955,0.0011,14,19,12
0.947,0.058,0.955,0.0011,14,19,13
0.947,0.058,0.955,0.0014,14,19,14
0.947,0.058,0.955,0.0011,14,19,15
0.947,0.058,0.955,0.003,14,19,16
0.947,0.058,0.955,0.0029,14,19,17
0.947,0.058,0.955,0.0023,14,19,18
0.947,0.058,0.955,0.0019,14,19,19
0.95,0.054,0.985,0.0029,15,2,2
0.947,0.057,0.985,0.0032,15,2,3
0.941,0.056,0.985,0.0018,15,2,4
0.95,0.057,0.983,0.0026,15,2,5
0.946,0.063,0.983,0.0034,15,2,6
0.943,0.061,0.981,0.0024,15,2,7
0.939,0.055,0.98,0.0025,15,2,8
0.939,0.052,0.979,0.0013,15,2,9
0.943,0.053,0.978,0.0024,15,2,10
0.943,0.056,0.977,0.0013,15,2,11
0.94,0.056,0.976,0.0025,15,2,12
0.94,0.056,0.976,0.0012,15,2,13
0.936,0.061,0.974,0.0013,15,2,14
0.934,0.064,0.972,0.0026,15,2,15
0.937,0.064,0.971,0.0022,15,2,16
0.937,0.064,0.971,0.0014,15,2,17
0.939,0.067,0.971,0.0015,15,2,18
0.937,0.064,0.971,0.0014,15,2,19
0.949,0.047,0.983,0.0017,15,3,2
0.949,0.054,0.983,0.0014,15,3,3
0.953,0.048,0.983,0.0015,15,3,4
0.95,0.045,0.983,0.0021,15,3,5
0.949,0.043,0.983,0.0016,15,3,6
0.946,0.052,0.981,0.0042,15,3,7
0.941,0.05,0.98,0.0013,15,3,8
0.944,0.053,0.979,0.0013,15,3,9
0.946,0.052,0.978,0.0014,15,3,10
0.943,0.056,0.977,0.0013,15,3,11
0.94,0.056,0.976,0.0012,15,3,12
0.94,0.056,0.976,0.0012,15,3,13
0.936,0.061,0.974,0.0012,15,3,14
0.934,0.064,0.972,0.0013,15,3,15
0.937,0.064,0.971,0.0012,15,3,16
0.937,0.064,0.971,0.0012,15,3,17
0.939,0.067,0.971,0.0012,15,3,18
0.939,0.067,0.971,0.0022,15,3,19
0.941,0.057,0.977,0.0022,15,4,2
0.943,0.054,0.977,0.0025,15,4,3
0.943,0.054,0.977,0.0013,15,4,4
0.94,0.058,0.977,0.0012,15,4,5
0.943,0.054,0.977,0.0012,15,4,6
0.943,0.054,0.977,0.0012,15,4,7
0.941,0.055,0.977,0.0012,15,4,8
0.944,0.053,0.977,0.0013,15,4,9
0.946,0.05,0.976,0.0012,15,4,10
0.944,0.058,0.975,0.0012,15,4,11
0.941,0.061,0.975,0.0012,15,4,12
0.94,0.062,0.974,0.0019,15,4,13
0.936,0.067,0.972,0.0012,15,4,14
0.934,0.069,0.971,0.0015,15,4,15
0.937,0.068,0.969,0.0011,15,4,16
0.937,0.068,0.969,0.0012,15,4,17
0.937,0.068,0.969,0.0012,15,4,18
0.937,0.068,0.969,0.0012,15,4,19
0.943,0.065,0.974,0.0012,15,5,2
0.941,0.068,0.974,0.0027,15,5,3
0.94,0.072,0.974,0.0025,15,5,4
0.944,0.06,0.974,0.0013,15,5,5
0.943,0.058,0.974,0.0012,15,5,6
0.94,0.062,0.974,0.0013,15,5,7
0.947,0.051,0.974,0.0016,15,5,8
0.94,0.072,0.974,0.0011,15,5,9
0.943,0.065,0.974,0.0012,15,5,10
0.941,0.06,0.974,0.0012,15,5,11
0.941,0.06,0.973,0.0012,15,5,12
0.94,0.067,0.972,0.0012,15,5,13
0.937,0.065,0.971,0.0012,15,5,14
0.934,0.069,0.97,0.0012,15,5,15
0.937,0.076,0.967,0.0012,15,5,16
0.939,0.075,0.967,0.0012,15,5,17
0.937,0.076,0.967,0.0012,15,5,18
0.937,0.076,0.967,0.0012,15,5,19
0.94,0.063,0.972,0.0012,15,6,2
0.94,0.063,0.972,0.0018,15,6,3
0.944,0.07,0.972,0.0017,15,6,4
0.94,0.063,0.972,0.002,15,6,5
0.943,0.072,0.972,0.0012,15,6,6
0.941,0.068,0.972,0.0035,15,6,7
0.941,0.068,0.972,0.0039,15,6,8
0.941,0.068,0.972,0.0012,15,6,9
0.943,0.066,0.972,0.0012,15,6,10
0.941,0.068,0.972,0.0012,15,6,11
0.944,0.07,0.972,0.0012,15,6,12
0.94,0.069,0.971,0.0012,15,6,13
0.939,0.07,0.97,0.0012,15,6,14
0.939,0.071,0.969,0.0012,15,6,15
0.939,0.075,0.967,0.0028,15,6,16
0.939,0.075,0.967,0.0021,15,6,17
0.939,0.075,0.967,0.002,15,6,18
0.936,0.072,0.967,0.0019,15,6,19
0.941,0.062,0.97,0.0012,15,7,2
0.941,0.062,0.97,0.0012,15,7,3
0.941,0.069,0.97,0.0023,15,7,4
0.943,0.067,0.97,0.002,15,7,5
0.944,0.07,0.97,0.002,15,7,6
0.94,0.064,0.97,0.0028,15,7,7
0.941,0.068,0.97,0.0013,15,7,8
0.941,0.069,0.97,0.0016,15,7,9
0.941,0.062,0.97,0.0025,15,7,10
0.94,0.064,0.97,0.0013,15,7,11
0.941,0.062,0.97,0.0014,15,7,12
0.944,0.07,0.97,0.0012,15,7,13
0.94,0.064,0.97,0.0011,15,7,14
0.94,0.071,0.969,0.0012,15,7,15
0.941,0.072,0.968,0.0012,15,7,16
0.94,0.069,0.968,0.0012,15,7,17
0.94,0.074,0.968,0.0012,15,7,18
0.94,0.069,0.968,0.0012,15,7,19
0.937,0.069,0.966,0.0012,15,8,2
0.936,0.065,0.966,0.0022,15,8,3
0.934,0.066,0.966,0.002,15,8,4
0.936,0.07,0.966,0.0018,15,8,5
0.936,0.065,0.966,0.0021,15,8,6
0.937,0.069,0.966,0.0018,15,8,7
0.937,0.069,0.966,0.0014,15,8,8
0.934,0.066,0.966,0.0013,15,8,9
0.936,0.065,0.966,0.0034,15,8,10
0.936,0.07,0.966,0.0027,15,8,11
0.937,0.069,0.966,0.0014,15,8,12
0.934,0.066,0.966,0.0027,15,8,13
0.936,0.065,0.966,0.0018,15,8,14
0.937,0.069,0.966,0.0013,15,8,15
0.936,0.07,0.966,0.0013,15,8,16
0.934,0.066,0.966,0.0013,15,8,17
0.936,0.065,0.966,0.0028,15,8,18
0.937,0.069,0.966,0.0012,15,8,19
0.937,0.069,0.965,0.0012,15,9,2
0.94,0.072,0.965,0.0012,15,9,3
0.937,0.069,0.965,0.0012,15,9,4
0.937,0.069,0.965,0.0012,15,9,5
0.94,0.072,0.965,0.0012,15,9,6
0.937,0.069,0.965,0.0012,15,9,7
0.937,0.069,0.965,0.0012,15,9,8
0.94,0.072,0.965,0.0013,15,9,9
0.937,0.069,0.965,0.0013,15,9,10
0.94,0.072,0.965,0.0012,15,9,11
0.937,0.069,0.965,0.0021,15,9,12
0.937,0.069,0.965,0.0037,15,9,13
0.937,0.069,0.965,0.0022,15,9,14
0.94,0.072,0.965,0.0039,15,9,15
0.937,0.069,0.965,0.0018,15,9,16
0.937,0.069,0.965,0.0022,15,9,17
0.94,0.072,0.965,0.0012,15,9,18
0.937,0.069,0.965,0.0012,15,9,19
0.937,0.076,0.962,0.0012,15,10,2
0.937,0.076,0.962,0.0012,15,10,3
0.941,0.071,0.962,0.0011,15,10,4
0.941,0.071,0.962,0.0011,15,10,5
0.937,0.076,0.962,0.0015,15,10,6
0.937,0.076,0.962,0.0015,15,10,7
0.941,0.071,0.962,0.0014,15,10,8
0.937,0.076,0.962,0.0012,15,10,9
0.941,0.071,0.962,0.0012,15,10,10
0.941,0.071,0.962,0.0012,15,10,11
0.937,0.076,0.962,0.0012,15,10,12
0.941,0.071,0.962,0.0012,15,10,13
0.937,0.076,0.962,0.0033,15,10,14
0.941,0.071,0.962,0.0034,15,10,15
0.937,0.076,0.962,0.0031,15,10,16
0.937,0.076,0.962,0.0014,15,10,17
0.941,0.071,0.962,0.0013,15,10,18
0.941,0.071,0.962,0.0015,15,10,19
0.937,0.071,0.961,0.0024,15,11,2
0.937,0.071,0.961,0.0025,15,11,3
0.933,0.075,0.961,0.0011,15,11,4
0.933,0.075,0.961,0.0011,15,11,5
0.933,0.075,0.961,0.0011,15,11,6
0.937,0.071,0.961,0.0011,15,11,7
0.933,0.075,0.961,0.0011,15,11,8
0.933,0.075,0.961,0.0012,15,11,9
0.937,0.071,0.961,0.0011,15,11,10
0.933,0.075,0.961,0.0011,15,11,11
0.933,0.075,0.961,0.0016,15,11,12
0.937,0.071,0.961,0.0013,15,11,13
0.937,0.071,0.961,0.0011,15,11,14
0.937,0.071,0.961,0.0031,15,11,15
0.933,0.075,0.961,0.0011,15,11,16
0.933,0.075,0.961,0.0011,15,11,17
0.933,0.075,0.961,0.0012,15,11,18
0.937,0.071,0.961,0.0015,15,11,19
0.937,0.071,0.961,0.0023,15,12,2
0.937,0.071,0.961,0.0011,15,12,3
0.937,0.071,0.961,0.0011,15,12,4
0.941,0.066,0.961,0.0011,15,12,5
0.937,0.071,0.961,0.0012,15,12,6
0.941,0.066,0.961,0.0011,15,12,7
0.941,0.066,0.961,0.0011,15,12,8
0.941,0.066,0.961,0.0011,15,12,9
0.941,0.066,0.961,0.002,15,12,10
0.941,0.066,0.961,0.0011,15,12,11
0.937,0.071,0.961,0.001,15,12,12
0.937,0.071,0.961,0.0011,15,12,13
0.937,0.071,0.961,0.0011,15,12,14
0.941,0.066,0.961,0.0011,15,12,15
0.941,0.066,0.961,0.0011,15,12,16
0.941,0.066,0.961,0.0023,15,12,17
0.937,0.071,0.961,0.0011,15,12,18
0.937,0.071,0.961,0.0017,15,12,19
0.94,0.067,0.961,0.0011,15,13,2
0.94,0.067,0.961,0.0011,15,13,3
0.94,0.067,0.961,0.0011,15,13,4
0.94,0.067,0.961,0.0012,15,13,5
0.94,0.067,0.961,0.0012,15,13,6
0.94,0.067,0.961,0.0011,15,13,7
0.94,0.067,0.961,0.0013,15,13,8
0.944,0.061,0.961,0.0012,15,13,9
0.944,0.061,0.961,0.0012,15,13,10
0.94,0.067,0.961,0.0012,15,13,11
0.94,0.067,0.961,0.0011,15,13,12
0.944,0.061,0.961,0.0012,15,13,13
0.944,0.061,0.961,0.0012,15,13,14
0.94,0.067,0.961,0.0012,15,13,15
0.94,0.067,0.961,0.0012,15,13,16
0.944,0.061,0.961,0.0011,15,13,17
0.944,0.061,0.961,0.0012,15,13,18
0.94,0.067,0.961,0.0015,15,13,19
0.949,0.06,0.958,0.0011,15,14,2
0.947,0.06,0.958,0.0011,15,14,3
0.943,0.067,0.958,0.0011,15,14,4
0.943,0.067,0.958,0.0011,15,14,5
0.944,0.067,0.958,0.0011,15,14,6
0.947,0.06,0.958,0.0011,15,14,7
0.944,0.067,0.958,0.0011,15,14,8
0.949,0.06,0.958,0.0011,15,14,9
0.943,0.067,0.958,0.0011,15,14,10
0.944,0.067,0.958,0.0011,15,14,11
0.947,0.06,0.958,0.0011,15,14,12
0.949,0.06,0.958,0.0023,15,14,13
0.947,0.06,0.958,0.0027,15,14,14
0.944,0.067,0.958,0.0011,15,14,15
0.947,0.06,0.958,0.0011,15,14,16
0.943,0.067,0.958,0.0011,15,14,17
0.949,0.06,0.958,0.0011,15,14,18
0.944,0.067,0.958,0.0011,15,14,19
0.944,0.052,0.957,0.001,15,15,2
0.944,0.052,0.957,0.001,15,15,3
0.944,0.052,0.957,0.0011,15,15,4
0.944,0.052,0.957,0.0011,15,15,5
0.944,0.052,0.957,0.0011,15,15,6
0.944,0.052,0.957,0.0011,15,15,7
0.944,0.052,0.957,0.0011,15,15,8
0.944,0.052,0.957,0.0011,15,15,9
0.944,0.052,0.957,0.0011,15,15,10
0.944,0.052,0.957,0.0011,15,15,11
0.944,0.052,0.957,0.0011,15,15,12
0.944,0.052,0.957,0.0011,15,15,13
0.944,0.052,0.957,0.0011,15,15,14
0.944,0.052,0.957,0.0011,15,15,15
0.944,0.052,0.957,0.0011,15,15,16
0.944,0.052,0.957,0.0011,15,15,17
0.944,0.052,0.957,0.0011,15,15,18
0.944,0.052,0.957,0.0011,15,15,19
0.946,0.055,0.956,0.0011,15,16,2
0.946,0.055,0.956,0.0011,15,16,3
0.946,0.055,0.956,0.0011,15,16,4
0.946,0.055,0.956,0.0011,15,16,5
0.946,0.055,0.956,0.0011,15,16,6
0.946,0.055,0.956,0.0011,15,16,7
0.946,0.055,0.956,0.0013,15,16,8
0.946,0.055,0.956,0.0011,15,16,9
0.946,0.055,0.956,0.0011,15,16,10
0.946,0.055,0.956,0.0012,15,16,11
0.946,0.055,0.956,0.0011,15,16,12
0.946,0.055,0.956,0.0011,15,16,13
0.946,0.055,0.956,0.0011,15,16,14
0.946,0.055,0.956,0.0037,15,16,15
0.946,0.055,0.956,0.0011,15,16,16
0.946,0.055,0.956,0.0011,15,16,17
0.946,0.055,0.956,0.0023,15,16,18
0.946,0.055,0.956,0.0027,15,16,19
0.947,0.058,0.956,0.004,15,17,2
0.947,0.058,0.956,0.0021,15,17,3
0.947,0.058,0.956,0.0023,15,17,4
0.947,0.058,0.956,0.0011,15,17,5
0.947,0.058,0.956,0.0011,15,17,6
0.947,0.058,0.956,0.0016,15,17,7
0.947,0.058,0.956,0.0011,15,17,8
0.947,0.058,0.956,0.0011,15,17,9
0.947,0.058,0.956,0.0016,15,17,10
0.947,0.058,0.956,0.0027,15,17,11
0.947,0.058,0.956,0.0011,15,17,12
0.947,0.058,0.956,0.0011,15,17,13
0.947,0.058,0.956,0.0011,15,17,14
0.947,0.058,0.956,0.0011,15,17,15
0.947,0.058,0.956,0.0011,15,17,16
0.947,0.058,0.956,0.0011,15,17,17
0.947,0.058,0.956,0.0011,15,17,18
0.947,0.058,0.956,0.001,15,17,19
0.947,0.058,0.955,0.0011,15,18,2
0.947,0.058,0.955,0.0011,15,18,3
0.947,0.058,0.955,0.0011,15,18,4
0.947,0.058,0.955,0.0011,15,18,5
0.947,0.058,0.955,0.0031,15,18,6
0.947,0.058,0.955,0.0011,15,18,7
0.947,0.058,0.955,0.0011,15,18,8
0.947,0.058,0.955,0.0011,15,18,9
0.947,0.058,0.955,0.0011,15,18,10
0.947,0.058,0.955,0.0011,15,18,11
0.947,0.058,0.955,0.0011,15,18,12
0.947,0.058,0.955,0.0011,15,18,13
0.947,0.058,0.955,0.0011,15,18,14
0.947,0.058,0.955,0.0011,15,18,15
0.947,0.058,0.955,0.0011,15,18,16
0.947,0.058,0.955,0.0011,15,18,17
0.947,0.058,0.955,0.0011,15,18,18
0.947,0.058,0.955,0.0027,15,18,19
0.947,0.058,0.955,0.0013,15,19,2
0.947,0.058,0.955,0.0016,15,19,3
0.947,0.058,0.955,0.0014,15,19,4
0.947,0.058,0.955,0.0015,15,19,5
0.947,0.058,0.955,0.0011,15,19,6
0.947,0.058,0.955,0.0024,15,19,7
0.947,0.058,0.955,0.0024,15,19,8
0.947,0.058,0.955,0.0015,15,19,9
0.947,0.058,0.955,0.0015,15,19,10
0.947,0.058,0.955,0.0015,15,19,11
0.947,0.058,0.955,0.0012,15,19,12
0.947,0.058,0.955,0.0011,15,19,13
0.947,0.058,0.955,0.0022,15,19,14
0.947,0.058,0.955,0.0023,15,19,15
