mean_test_score,std_test_score,mean_train_score,mean_fit_time,activation,alpha,hidden_layer_sizes,learning_rate,solver
0.896,0.435,0.903,0.1509,identity,1,"(10, 50)",adaptive,lbfgs
0.871,0.308,0.87,0.0863,identity,10,"(10, 100)",invscaling,lbfgs
0.675,0.176,0.682,0.9041,tanh,10,"(10, 100)",invscaling,sgd
0.65,0.007,0.65,1.202,logistic,1,"(10, 100)",adaptive,sgd
0.65,0.007,0.65,1.1572,logistic,10,"(10, 100)",constant,sgd
0.65,0.007,0.65,1.1407,logistic,10,"(5, 100)",constant,sgd
0.65,0.007,0.65,1.1313,logistic,10,"(10, 100)",invscaling,adam
0.65,0.007,0.65,1.1284,logistic,10,"(10, 100)",adaptive,sgd
0.65,0.007,0.65,1.0898,logistic,10,"(10, 100)",adaptive,adam
0.65,0.007,0.65,1.0883,logistic,10,"(5, 100)",adaptive,sgd
0.65,0.007,0.65,1.0819,logistic,10,"(10, 100)",constant,adam
0.65,0.007,0.65,1.0666,logistic,10,"(5, 100)",constant,adam
0.65,0.007,0.65,1.0389,logistic,10,"(5, 100)",invscaling,adam
0.65,0.007,0.65,0.9918,logistic,10,"(5, 100)",adaptive,adam
0.65,0.007,0.65,0.9777,logistic,1,"(10, 100)",constant,sgd
0.65,0.007,0.65,0.8984,logistic,0.1,"(10, 100)",adaptive,sgd
0.65,0.007,0.65,0.8376,logistic,10,"(5, 50)",adaptive,adam
0.65,0.007,0.65,0.8359,logistic,10,"(10, 50)",constant,sgd
0.65,0.007,0.65,0.8174,logistic,10,"(10, 50)",adaptive,sgd
0.65,0.007,0.65,0.8118,logistic,1,"(10, 50)",adaptive,sgd
0.65,0.007,0.65,0.8111,logistic,10,"(5, 50)",adaptive,sgd
0.65,0.007,0.65,0.8036,logistic,10,"(10, 50)",adaptive,adam
0.65,0.007,0.65,0.8012,logistic,10,"(5, 50)",constant,sgd
0.65,0.007,0.65,0.7976,logistic,10,"(5, 50)",constant,adam
0.65,0.007,0.65,0.7784,logistic,10,"(10, 50)",constant,adam
0.65,0.007,0.65,0.7752,logistic,10,"(10, 50)",invscaling,adam
0.65,0.007,0.65,0.7406,logistic,10,"(5, 50)",invscaling,adam
0.65,0.007,0.65,0.7246,logistic,0.1,"(10, 100)",constant,sgd
0.65,0.007,0.65,0.7156,logistic,1,"(5, 100)",adaptive,sgd
0.65,0.007,0.65,0.5846,logistic,1,"(10, 50)",constant,sgd
0.65,0.007,0.65,0.5743,logistic,0.1,"(10, 50)",adaptive,sgd
0.65,0.007,0.65,0.5079,logistic,0.1,"(5, 100)",adaptive,sgd
0.65,0.007,0.65,0.4535,logistic,1,"(5, 50)",adaptive,sgd
0.65,0.007,0.65,0.4461,logistic,0.1,"(10, 50)",constant,sgd
0.65,0.007,0.65,0.3707,logistic,1,"(5, 100)",constant,sgd
0.65,0.007,0.65,0.3507,logistic,0.1,"(5, 50)",adaptive,sgd
0.65,0.007,0.65,0.2503,logistic,1,"(10, 100)",invscaling,sgd
0.65,0.007,0.65,0.2469,logistic,10,"(5, 100)",invscaling,sgd
0.65,0.007,0.65,0.1943,logistic,0.1,"(5, 100)",constant,sgd
0.65,0.007,0.65,0.1663,logistic,1,"(5, 50)",constant,sgd
0.65,0.007,0.65,0.1179,logistic,0.1,"(5, 50)",constant,sgd
0.621,0.178,0.62,0.251,logistic,1,"(5, 100)",invscaling,sgd
0.619,0.182,0.621,0.2458,logistic,0.1,"(10, 100)",invscaling,sgd
0.606,0.312,0.564,0.1906,identity,10,"(10, 50)",invscaling,sgd
0.602,0.237,0.593,0.2681,tanh,0.1,"(5, 50)",invscaling,sgd
0.599,0.393,0.589,0.52,tanh,10,"(5, 100)",invscaling,sgd
0.597,0.246,0.598,0.1804,logistic,0.1,"(5, 50)",invscaling,sgd
0.593,0.427,0.592,0.9936,relu,10,"(10, 100)",invscaling,sgd
0.59,0.307,0.571,0.5752,tanh,1,"(10, 100)",invscaling,sgd
0.589,0.242,0.59,0.2566,logistic,10,"(10, 50)",invscaling,sgd
0.587,0.442,0.6,0.2309,identity,1,"(10, 50)",invscaling,sgd
0.583,0.525,0.584,0.3156,relu,0.1,"(5, 100)",invscaling,sgd
0.583,0.446,0.572,0.3306,identity,1,"(5, 100)",invscaling,sgd
0.583,0.302,0.594,0.2945,tanh,1,"(5, 50)",invscaling,sgd
0.578,0.413,0.573,0.3097,identity,10,"(10, 100)",invscaling,sgd
0.578,0.307,0.558,0.5516,tanh,0.1,"(10, 50)",invscaling,sgd
0.575,0.38,0.564,0.4404,tanh,0.1,"(5, 100)",invscaling,sgd
0.572,0.364,0.577,0.3012,identity,0.1,"(10, 100)",invscaling,sgd
0.571,0.424,0.546,0.7624,relu,10,"(10, 50)",invscaling,sgd
0.568,0.469,0.559,0.4354,relu,10,"(5, 50)",invscaling,sgd
0.542,0.363,0.572,0.5604,relu,1,"(10, 50)",invscaling,sgd
0.542,0.32,0.543,0.8358,logistic,10,"(10, 100)",invscaling,sgd
0.537,0.368,0.524,0.2399,relu,0.1,"(5, 50)",invscaling,sgd
0.534,0.372,0.517,0.102,identity,1,"(10, 100)",invscaling,sgd
0.531,0.31,0.523,0.4613,tanh,1,"(5, 100)",invscaling,sgd
0.53,0.294,0.53,0.2713,logistic,1,"(10, 50)",invscaling,sgd
0.529,0.366,0.5,0.0879,identity,0.1,"(10, 50)",invscaling,sgd
0.529,0.298,0.528,0.5011,logistic,0.1,"(5, 100)",invscaling,sgd
0.526,0.334,0.554,0.5595,tanh,1,"(10, 50)",invscaling,sgd
0.508,0.321,0.507,0.2429,logistic,1,"(5, 50)",invscaling,sgd
0.505,0.377,0.506,0.2669,identity,10,"(5, 100)",invscaling,sgd
0.505,0.272,0.498,0.2444,identity,1,"(5, 50)",invscaling,sgd
0.502,0.36,0.524,0.6342,tanh,0.1,"(10, 100)",invscaling,sgd
0.498,0.303,0.492,0.2318,logistic,0.1,"(10, 50)",invscaling,sgd
0.496,0.338,0.517,0.6225,relu,10,"(5, 100)",invscaling,sgd
0.492,0.428,0.5,0.3872,relu,1,"(5, 50)",invscaling,sgd
0.492,0.291,0.536,0.3115,identity,10,"(5, 50)",invscaling,sgd
0.49,0.319,0.505,0.4809,tanh,10,"(5, 50)",invscaling,sgd
0.489,0.358,0.49,0.7607,tanh,10,"(10, 50)",invscaling,sgd
0.483,0.335,0.455,0.4248,relu,1,"(10, 100)",invscaling,sgd
0.479,0.306,0.492,0.3548,relu,0.1,"(10, 50)",invscaling,sgd
0.477,0.343,0.461,0.2653,relu,0.1,"(10, 100)",invscaling,sgd
0.47,0.332,0.465,0.2997,relu,1,"(5, 100)",invscaling,sgd
0.461,0.357,0.435,0.3393,identity,0.1,"(5, 100)",invscaling,sgd
0.452,0.391,0.459,0.2115,identity,0.1,"(5, 50)",invscaling,sgd
0.439,0.275,0.44,0.4101,logistic,10,"(5, 50)",invscaling,sgd
,,,,,,,,
,,,,,,,,
,,,0.7315,,,,,
